instant_x,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,hr,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,25,0,2,0.46,0.4545,0.88,0.2985,4,13,17
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,26,1,2,0.44,0.4394,0.94,0.2537,1,16,17
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,27,2,2,0.42,0.4242,1.0,0.2836,1,8,9
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,28,3,2,0.46,0.4545,0.94,0.194,2,4,6
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,29,4,2,0.46,0.4545,0.94,0.194,2,1,3
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,30,6,3,0.42,0.4242,0.77,0.2985,0,2,2
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,31,7,2,0.4,0.4091,0.76,0.194,0,1,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,32,8,3,0.4,0.4091,0.71,0.2239,0,8,8
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,33,9,2,0.38,0.3939,0.76,0.2239,1,19,20
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,34,10,2,0.36,0.3485,0.81,0.2239,7,46,53
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,35,11,2,0.36,0.3333,0.71,0.2537,16,54,70
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,36,12,2,0.36,0.3333,0.66,0.2985,20,73,93
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,37,13,2,0.36,0.3485,0.66,0.1343,11,64,75
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,38,14,3,0.36,0.3485,0.76,0.194,4,55,59
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,39,15,3,0.34,0.3333,0.81,0.1642,19,55,74
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,40,16,3,0.34,0.3333,0.71,0.1642,9,67,76
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,41,17,1,0.34,0.3333,0.57,0.194,7,58,65
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,42,18,2,0.36,0.3333,0.46,0.3284,10,43,53
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,43,19,1,0.32,0.2879,0.42,0.4478,1,29,30
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,44,20,1,0.3,0.2727,0.39,0.3582,5,17,22
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,45,21,1,0.26,0.2273,0.44,0.3284,11,20,31
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,46,22,1,0.24,0.2121,0.44,0.2985,0,9,9
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,47,23,1,0.22,0.2273,0.47,0.1642,0,8,8
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,48,0,1,0.22,0.197,0.44,0.3582,0,5,5
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,49,1,1,0.2,0.1667,0.44,0.4179,0,2,2
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,50,4,1,0.16,0.1364,0.47,0.3881,0,1,1
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,51,5,1,0.16,0.1364,0.47,0.2836,0,3,3
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,52,6,1,0.14,0.1061,0.5,0.3881,0,30,30
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,53,7,1,0.14,0.1364,0.5,0.194,1,63,64
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,54,8,1,0.14,0.1212,0.5,0.2836,1,153,154
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,55,9,1,0.16,0.1364,0.43,0.3881,7,81,88
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,56,10,1,0.18,0.1667,0.43,0.2537,11,33,44
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,57,11,1,0.2,0.1818,0.4,0.3284,10,41,51
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,58,12,1,0.22,0.2121,0.35,0.2985,13,48,61
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,59,13,1,0.24,0.2121,0.35,0.2836,8,53,61
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,60,14,1,0.26,0.2424,0.3,0.2836,11,66,77
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,61,15,1,0.26,0.2424,0.3,0.2537,14,58,72
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,62,16,1,0.26,0.2424,0.3,0.2537,9,67,76
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,63,17,1,0.24,0.2273,0.3,0.2239,11,146,157
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,64,18,1,0.24,0.2576,0.32,0.1045,9,148,157
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,65,19,1,0.2,0.2576,0.47,0.0,8,102,110
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,66,20,1,0.2,0.2273,0.47,0.1045,3,49,52
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,67,21,1,0.18,0.197,0.64,0.1343,3,49,52
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,68,22,1,0.14,0.1515,0.69,0.1343,0,20,20
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,69,23,1,0.18,0.2121,0.55,0.1045,1,11,12
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,70,0,1,0.16,0.1818,0.55,0.1045,0,5,5
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,71,1,1,0.16,0.1818,0.59,0.1045,0,2,2
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,72,2,1,0.14,0.1515,0.63,0.1343,0,1,1
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,73,4,1,0.14,0.1818,0.63,0.0896,0,2,2
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,74,5,1,0.12,0.1515,0.68,0.1045,0,4,4
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,75,6,1,0.12,0.1515,0.74,0.1045,0,36,36
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,76,7,1,0.12,0.1515,0.74,0.1343,2,92,94
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,77,8,1,0.14,0.1515,0.69,0.1642,2,177,179
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,78,9,1,0.16,0.1515,0.64,0.2239,2,98,100
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,79,10,2,0.16,0.1364,0.69,0.3284,5,37,42
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,80,11,1,0.22,0.2121,0.51,0.2985,7,50,57
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,81,12,1,0.22,0.2273,0.51,0.1642,12,66,78
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,82,13,1,0.24,0.2273,0.56,0.194,18,79,97
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,83,14,1,0.26,0.2576,0.52,0.2239,9,54,63
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,84,15,1,0.28,0.2727,0.52,0.2537,17,48,65
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,85,16,1,0.3,0.2879,0.49,0.2537,15,68,83
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,86,17,1,0.28,0.2727,0.48,0.2239,10,202,212
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,87,18,1,0.26,0.2576,0.48,0.194,3,179,182
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,88,19,1,0.24,0.2576,0.48,0.1045,2,110,112
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,89,20,1,0.24,0.2576,0.48,0.1045,1,53,54
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,90,21,1,0.22,0.2727,0.64,0.0,0,48,48
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,91,22,1,0.22,0.2576,0.64,0.0896,1,34,35
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,92,23,1,0.2,0.2273,0.69,0.0896,2,9,11
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,93,0,1,0.2,0.2576,0.64,0.0,0,6,6
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,94,1,1,0.16,0.197,0.74,0.0896,0,6,6
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,95,2,1,0.16,0.197,0.74,0.0896,0,2,2
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,96,4,1,0.24,0.2273,0.48,0.2239,0,2,2
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,97,5,1,0.22,0.2273,0.47,0.1642,0,3,3
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,98,6,1,0.2,0.197,0.47,0.2239,0,33,33
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,99,7,1,0.18,0.1818,0.43,0.194,1,87,88
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,100,8,1,0.2,0.1818,0.4,0.2985,3,192,195
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,101,9,1,0.22,0.197,0.37,0.3284,6,109,115
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,102,10,1,0.22,0.197,0.37,0.3284,4,53,57
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,103,11,1,0.26,0.2273,0.33,0.3284,12,34,46
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,104,12,1,0.26,0.2273,0.33,0.3284,5,74,79
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,105,13,1,0.28,0.2576,0.3,0.2985,6,65,71
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,106,14,1,0.3,0.2879,0.28,0.194,10,52,62
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,107,15,1,0.3,0.2879,0.28,0.194,7,55,62
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,108,16,1,0.3,0.3182,0.28,0.0896,4,85,89
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,109,17,1,0.24,0.2273,0.38,0.194,4,186,190
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,110,18,1,0.24,0.2424,0.38,0.1343,3,166,169
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,111,19,1,0.24,0.2576,0.38,0.1045,5,127,132
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,112,20,1,0.22,0.2273,0.47,0.1642,7,82,89
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,113,21,1,0.2,0.197,0.51,0.194,3,40,43
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,114,22,1,0.18,0.197,0.55,0.1343,1,41,42
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,115,23,1,0.2,0.2576,0.47,0.0,1,18,19
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,116,0,1,0.18,0.2424,0.55,0.0,0,11,11
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,117,1,1,0.16,0.2273,0.64,0.0,0,4,4
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,118,2,1,0.16,0.2273,0.64,0.0,0,2,2
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,119,4,2,0.16,0.197,0.64,0.0896,0,1,1
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,120,5,2,0.14,0.1818,0.69,0.0896,0,4,4
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,121,6,2,0.14,0.1667,0.63,0.1045,0,36,36
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,122,7,2,0.16,0.2273,0.59,0.0,0,95,95
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,123,8,1,0.16,0.2273,0.59,0.0,3,216,219
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,124,9,2,0.18,0.2424,0.51,0.0,6,116,122
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,125,10,1,0.2,0.2576,0.47,0.0,3,42,45
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,126,11,1,0.22,0.2576,0.44,0.0896,2,57,59
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,127,12,1,0.26,0.2879,0.35,0.0,6,78,84
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,128,13,1,0.26,0.2727,0.35,0.1045,12,55,67
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,129,14,1,0.28,0.2727,0.36,0.1642,11,59,70
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,130,15,1,0.28,0.2727,0.36,0.0,8,54,62
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,131,16,1,0.26,0.2576,0.38,0.1642,12,74,86
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,132,17,1,0.22,0.2273,0.51,0.1642,9,163,172
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,133,18,1,0.22,0.2273,0.51,0.1343,5,158,163
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,134,19,1,0.22,0.2576,0.55,0.0896,3,109,112
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,135,20,1,0.2,0.2121,0.51,0.1642,3,66,69
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,136,21,2,0.22,0.2121,0.55,0.2239,0,48,48
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,137,22,2,0.22,0.2121,0.51,0.2836,1,51,52
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,138,23,2,0.2,0.197,0.59,0.194,4,19,23
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,139,0,2,0.2,0.197,0.64,0.194,4,13,17
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,140,1,2,0.2,0.197,0.69,0.2239,2,5,7
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,141,2,2,0.2,0.197,0.69,0.2239,0,1,1
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,142,4,2,0.2,0.2121,0.69,0.1343,0,1,1
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,143,5,3,0.22,0.2727,0.55,0.0,0,5,5
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,144,6,2,0.2,0.2576,0.69,0.0,8,26,34
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,145,7,1,0.2,0.2121,0.69,0.1343,8,76,84
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,146,8,1,0.2,0.197,0.51,0.2537,20,190,210
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,147,9,1,0.2,0.1818,0.47,0.2985,9,125,134
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,148,10,1,0.22,0.197,0.37,0.3284,16,47,63
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,149,11,2,0.2,0.197,0.4,0.2239,19,48,67
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,150,12,2,0.2,0.197,0.37,0.2537,9,50,59
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,151,13,2,0.2,0.1818,0.37,0.2836,9,64,73
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,152,14,2,0.2,0.197,0.4,0.2537,7,43,50
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,153,15,2,0.2,0.2121,0.37,0.1642,9,63,72
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,154,16,2,0.2,0.2121,0.37,0.1642,5,82,87
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,155,17,2,0.2,0.2576,0.37,0.0,9,178,187
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,156,18,1,0.2,0.2273,0.4,0.0896,7,116,123
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,157,19,1,0.16,0.197,0.55,0.0896,3,92,95
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,158,20,1,0.18,0.2121,0.47,0.1045,1,50,51
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,159,21,1,0.18,0.197,0.47,0.1343,0,39,39
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,160,22,2,0.18,0.197,0.43,0.1642,2,34,36
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,161,23,2,0.18,0.197,0.51,0.1642,1,14,15
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,162,0,2,0.18,0.197,0.51,0.1642,1,24,25
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,163,1,2,0.18,0.2121,0.55,0.0896,1,15,16
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,164,2,2,0.18,0.2424,0.55,0.0,3,13,16
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,165,3,3,0.18,0.197,0.55,0.1642,0,7,7
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,166,4,3,0.18,0.197,0.55,0.1642,0,1,1
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,167,5,2,0.16,0.1667,0.74,0.1642,0,5,5
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,168,6,2,0.16,0.1667,0.74,0.1642,0,2,2
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,169,7,2,0.16,0.1818,0.74,0.1045,1,8,9
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,170,8,3,0.16,0.1818,0.93,0.1045,0,15,15
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,171,9,3,0.16,0.1818,0.93,0.1045,0,20,20
8,2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,172,10,2,0.18,0.197,0.8,0.1642,5,56,61
